prompt,result_flag,result_flag_audio,winning_token,perplexity,final_text
We need the car at 58% battery when we arrive at work.,True,True,a,2.6237786,We need the car at 58% battery when we arrive at work.
We need the car at 58% battery when we arrive at work.,True,True,whitespace,2.3765943,We need the car at 58% battery when we arrive at work.
We need the car at 58% battery when we arrive at work.,True,True,before,4.172059,We need the car at 58% battery when we arrive at work.
We need the car at 58% battery when we arrive at work.,True,True,the,1.0406395,We need the car at 58% battery when we arrive at work.
We need the car at 58% battery when we arrive at work.,True,True,percentage,2.4406183,We need the car at 58% battery when we arrive at work.
We need the car at 58% battery when we arrive at work.,True,True,symbol,1.4238201,We need the car at 58% battery when we arrive at work.
We need the car at 42% battery for the morning commute to work.,True,True,We,1.0000004,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,need,1.0,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,the,1.0000395,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,car,1.0000002,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,at,1.0000638,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,,1.0311604,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,4,1.0025983,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,:,1.3051791,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,2,1.0006019,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,0,1.0006366,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,%,1.0005149,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,battery,1.0002887,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,for,1.0001482,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,the,1.0000255,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,morning,1.0000002,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,comm,1.0000108,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,ute,1.0,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,to,1.0000013,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,work,1.0,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,.,1.000047,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,"
",1.054775,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,"
",2.0790586,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,Note,1.9957058,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,:,1.0528109,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,The,3.3427718,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,instruction,4.292562,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,does,10.125649,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,not,1.000594,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,allow,4.173722,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,for,3.3662257,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,the,4.336549,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,percentage,3.4684606,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,to,2.3328605,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,exceed,1.7067659,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,,1.0086142,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,1,1.0492936,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,0,1.0000069,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,0,1.0000061,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,"%,",1.8794682,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,so,2.0476952,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,it,4.1355996,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,',1.9785709,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,s,1.0002238,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,assumed,2.949664,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,that,1.8781031,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,the,1.8889377,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,request,3.6548142,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,is,3.4029849,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,for,5.538194,We need the car at 4:20% battery for the morning commute to work.
We need the car at 42% battery for the morning commute to work.,True,True,a,1.5351635,We need the car at 4:20% battery for the morning commute to work.
We need the car at 90% battery level before leaving for work.,True,True,We,1.0000002,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,need,1.0,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,the,1.0003864,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,car,1.0000002,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,at,1.0002943,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,,1.0387946,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,9,1.0004811,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,0,1.1582291,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,%,1.0027393,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,battery,1.0000337,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,level,1.0000048,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,before,1.0,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,leaving,1.0000002,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,for,1.0000007,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,work,1.0,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,.,1.0000002,We need the car at 90% battery level before leaving for work.
We need the car at 90% battery level before leaving for work.,True,True,<|end|>,1.3959274,We need the car at 90% battery level before leaving for work.
We need the car at 47% battery when we leave for work tomorrow.,True,False,We,1.0000004,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,need,1.0,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,the,1.0000508,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,car,1.0000004,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,at,1.0003483,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,,1.0235198,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,4,1.0000277,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,7,1.0016267,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,%,1.0000781,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,battery,1.0000216,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,when,1.0000083,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,we,1.0,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,leave,1.0,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,for,1.0000004,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,work,1.0,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,tom,1.000016,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,orrow,1.0000005,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,.,1.0000103,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,"
",1.2653217,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,"
",2.0029888,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,Note,1.1603372,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,:,1.0750364,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,The,3.9973598,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,original,4.996168,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,request,2.554457,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,did,1.617612,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,not,1.0008284,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,contain,1.8565236,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,a,1.9644759,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,time,1.0732673,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,value,2.2858615,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,",",1.5901139,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,so,1.2118323,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,no,1.0765672,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,adjust,1.3368455,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,ments,1.6662968,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,were,1.3233126,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,needed,2.3717387,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,for,2.704642,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,time,3.1974843,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,formatting,2.7859025,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,.,1.2623804,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,The,2.8811357,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,percentage,1.581051,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,value,1.1116122,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,was,2.0337188,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,already,1.777056,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,correctly,2.5398133,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,formatted,1.3573239,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 47% battery when we leave for work tomorrow.,True,False,.,2.4519713,We need the car at 47% battery when we leave for work tomorrow.
We need the car at 35% battery for the commute to work.,True,True,We,1.0000002,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,need,1.0,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,the,1.000019,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,car,1.0000002,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,at,1.0000108,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,,1.0292705,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,3,1.0001295,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,5,1.0059478,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,%,1.0000216,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,battery,1.0000424,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,for,1.0000061,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,the,1.0000015,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,comm,1.0000081,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,ute,1.0,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,to,1.0,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,work,1.0,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,.,1.0000004,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,"
",1.3265222,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,"
",2.7108486,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,Note,1.1566145,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,:,1.1064512,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,The,3.6930969,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,original,5.3963103,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,request,2.703093,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,did,1.6201905,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,not,1.0011541,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,contain,1.6489193,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,a,1.7988698,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,time,1.1071954,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,value,2.007063,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,",",1.8031656,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,so,1.1947402,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,no,1.0935901,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,adjust,1.4532286,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,ments,1.666342,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,were,1.297015,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,needed,2.5474308,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,for,2.2327867,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,time,3.0613344,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,formatting,2.3874621,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,.,1.3184881,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,The,2.8004487,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,percentage,1.5364324,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,value,1.1084868,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,was,1.6112068,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,already,1.8918803,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,correctly,2.3924396,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,formatted,1.2505046,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,.,2.5664449,We need the car at 35% battery for the commute to work.
We need the car at 35% battery for the commute to work.,True,True,<|end|>,1.2664675,We need the car at 35% battery for the commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,We,1.0000035,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,need,1.0,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,the,1.0000427,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,car,1.0000002,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,at,1.0000852,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,,1.0467972,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,1,1.0000005,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,1,1.0,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,%,1.0022066,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,battery,1.0000525,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,for,1.0000818,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,the,1.0000538,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,morning,1.0000002,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,comm,1.0000137,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,ute,1.0,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,to,1.0000005,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,work,1.0,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,.,1.0000004,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,"
",1.8136594,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,"
",1.0677294,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,Note,1.124593,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,:,1.0908062,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,The,3.8589222,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,original,6.029231,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,request,2.4534485,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,did,1.5564634,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,not,1.0009016,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,contain,2.3818574,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,a,1.4016424,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,time,1.0777406,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,value,2.0461318,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,",",1.4513853,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,so,1.2102747,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,no,1.1310912,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,adjust,1.6113813,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,ment,1.8826977,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,was,1.4464048,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,needed,2.2236168,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,in,2.71432,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,this,1.0729303,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,case,1.158692,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,.,1.0372005,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,However,2.4302206,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,",",1.0000429,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,it,3.6524918,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,',1.5904422,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,s,1.0000103,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,important,1.5849553,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,to,1.0073953,We need the car at 11% battery for the morning commute to work.
We need the car at 11% battery for the morning commute to work.,True,True,ensure,3.9744818,We need the car at 11% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,We,1.0000005,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,need,1.0,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,the,1.0000468,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,car,1.0000002,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,at,1.0000486,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,,1.0747441,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,4,1.0001073,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,9,1.0004381,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,%,1.0004638,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,battery,1.0000452,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,for,1.000012,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,the,1.0000217,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,morning,1.0000002,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,comm,1.0000181,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,ute,1.0,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,to,1.0000004,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,work,1.0,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,.,1.0000004,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,"
",1.5377574,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,"
",1.2694997,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,Note,1.1423823,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,:,1.1011261,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,The,3.8266027,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,original,6.3217154,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,request,2.538797,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,did,1.4325985,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,not,1.0011425,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,contain,2.173223,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,a,1.6418539,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,time,1.1548704,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,value,2.1516447,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,",",1.4711107,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,so,1.2196983,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,no,1.0939077,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,adjust,1.4603354,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,ments,1.7433285,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,were,1.4769477,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,needed,2.506386,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,for,2.2203274,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,time,2.1667273,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,formatting,2.4888487,We need the car at 49% battery for the morning commute to work.
We need the car at 49% battery for the morning commute to work.,True,True,.,1.244468,We need the car at 49% battery for the morning commute to work.
